sha256,filename,module_name,locations,paths,placement_count,size_bytes,vermagic,srcversion,depends_modinfo,modules_dep_dependencies,aliases,softdeps,license,description,import_modversion_count,export_count,normal_load_locations,recovery_load_locations,classification,classification_evidence
002ad3ef1927928c87cbddd2b27e926e59813ca2f62b5e3289655e0a6216a5e1,main_vcm.ko,main_vcm,vendor_dlkm,vendor_dlkm:main_vcm.ko,1,29568,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"i2c:main_vcm;of:N*T*Cmediatek,main_vcm;of:N*T*Cmediatek,main_vcmC*",,GPL,MAIN_VCM VCM driver,29,0,vendor_dlkm,,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/lens/vcm/v4l2/main_vcm target-scoped (compatible=mediatek,main_vcm)"
012154006ea26048afb958202d54744ff53889dd7b408d0c59ca681a3edcd004,pmic_lvsys_notify.ko,pmic_lvsys_notify,vendor_boot_platform,vendor_boot_platform:pmic_lvsys_notify.ko,1,24232,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"of:N*T*Cmediatek,mt6363-lvsys-notify;of:N*T*Cmediatek,mt6363-lvsys-notifyC*",,GPL,MTK pmic lvsys notify driver,21,2,vendor_boot_platform,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/power_throttling target-scoped (compatible=mediatek,mt6363-lvsys-notify; exports=lvsys_register_notifier,lvsys_unregister_notifier)"
0136628a3419d3c7d02274cb4056c343bd463cba7115eb1f19625d524402cfa9,mt6685-audclk.ko,mt6685_audclk,vendor_boot_platform,vendor_boot_platform:mt6685-audclk.ko,1,15272,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,,,GPL v2,MediaTek PMIC AUDCLK Driver for MT6685 PMIC,9,2,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/mfd TARGET_FILES (exports=mt6685_set_dcxo,mt6685_set_dcxo_mode)"
01af3b923c3cde9ac85020a9e26cc40a5f5f8d807ec8ccf63a2b22e8275529d0,mtk-vcodec-dec-v1.ko,mtk_vcodec_dec_v1,vendor_dlkm,vendor_dlkm:mtk-vcodec-dec-v1.ko,1,501760,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk-vcodec-common,mtk-icc-core,vcp,mtk_tinysys_ipi,emi,mtk-mmdvfs-v3,vcp_status,system_heap,iommu_debug,mtk_slbc",cpudvfs.ko;cpufreq_sugov_ext.ko;cpuqos_v3.ko;gpueb.ko;mtk-mbox.ko;mtk-vcodec-common.ko;mtk_dynamic_loading_throttling.ko;mtk_gpu_hal.ko;mtk_gpufreq_wrapper.ko;mtk_ioctl_powerhal.ko;mtk_low_battery_throttling.ko;mtk_mdpm.ko;mtk_pbm.ko;mtk_rpmsg_mbox.ko;mtk_tinysys_ipi.ko;powerhal_cpu_ctrl.ko;scheduler.ko;thermal_interface.ko;vcp.ko,"of:N*T*Cmediatek,mt8173-vcodec-dec;of:N*T*Cmediatek,mt8173-vcodec-decC*;of:N*T*Cmediatek,mt2712-vcodec-dec;of:N*T*Cmediatek,mt2712-vcodec-decC*;of:N*T*Cmediatek,mt8167-vcodec-dec;of:N*T*Cmediatek,mt8167-vcodec-decC*;of:N*T*Cmediatek,mt6771-vcodec-dec;of:N*T*Cmediatek,mt6771-vcodec-decC*;of:N*T*Cmediatek,mt6885-vcodec-dec;of:N*T*Cmediatek,mt6885-vcodec-decC*;of:N*T*Cmediatek,mt6873-vcodec-dec;of:N*T*Cmediatek,mt6873-vcodec-decC*;of:N*T*Cmediatek,mt6853-vcodec-dec;of:N*T*Cmediatek,mt6853-vcodec-decC*;of:N*T*Cmediatek,mt6983-vcodec-dec;of:N*T*Cmediatek,mt6983-vcodec-decC*;of:N*T*Cmediatek,mt6879-vcodec-dec;of:N*T*Cmediatek,mt6879-vcodec-decC*;of:N*T*Cmediatek,mt6895-vcodec-dec;of:N*T*Cmediatek,mt6895-vcodec-decC*;of:N*T*Cmediatek,mt6855-vcodec-dec;of:N*T*Cmediatek,mt6855-vcodec-decC*;of:N*T*Cmediatek,mt6985-vcodec-dec;of:N*T*Cmediatek,mt6985-vcodec-decC*;of:N*T*Cmediatek,mt6886-vcodec-dec;of:N*T*Cmediatek,mt6886-vcodec-decC*;of:N*T*Cmediatek,mt8195-vcodec-dec;of:N*T*Cmediatek,mt8195-vcodec-decC*;of:N*T*Cmediatek,mt6835-vcodec-dec;of:N*T*Cmediatek,mt6835-vcodec-decC*;of:N*T*Cmediatek,mt6897-vcodec-dec;of:N*T*Cmediatek,mt6897-vcodec-decC*;of:N*T*Cmediatek,mt6989-vcodec-dec;of:N*T*Cmediatek,mt6989-vcodec-decC*;of:N*T*Cmediatek,mt6878-vcodec-dec;of:N*T*Cmediatek,mt6878-vcodec-decC*;of:N*T*Cmediatek,vdec_gcon;of:N*T*Cmediatek,vdec_gconC*",,GPL v2;GPL v2,Mediatek video codec V4L2 decoder driver,254,0,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/media/platform/mtk-vcodec DIRECTORY_FALLBACK (compatible=mediatek,mt2712-vcodec-dec,mediatek,mt6771-vcodec-dec,mediatek,mt6835-vcodec-dec,mediatek,mt6853-vcodec-dec)"
01b3782bb6c99b1b8e0a032a743ef497e0d313c634aff7b4828e0622ee3dd3b8,ieee802154_socket.ko,ieee802154_socket,system_dlkm,system_dlkm:ieee802154_socket.ko,1,74545,6.1.115-android14-11-g6b18f0b574ab-ab12901745 SMP preempt mod_unload modversions aarch64,,ieee802154,ieee802154.ko,net-pf-36,,GPL,,76,0,system_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:net/ieee802154
02d2b0536b1a84ebdd454894343b07044c151c5616452fd639ae48a139b75983,pmic_temp.ko,pmic_temp,vendor_dlkm,vendor_dlkm:pmic_temp.ko,1,33824,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"of:N*T*Cmediatek,mt6359-pmic-temp;of:N*T*Cmediatek,mt6359-pmic-tempC*;of:N*T*Cmediatek,mt6363-pmic-temp;of:N*T*Cmediatek,mt6363-pmic-tempC*;of:N*T*Cmediatek,mt6366-pmic-temp;of:N*T*Cmediatek,mt6366-pmic-tempC*;of:N*T*Cmediatek,mt6368-pmic-temp;of:N*T*Cmediatek,mt6368-pmic-tempC*;of:N*T*Cmediatek,mt6369-pmic-temp;of:N*T*Cmediatek,mt6369-pmic-tempC*;of:N*T*Cmediatek,mt6373-pmic-temp;of:N*T*Cmediatek,mt6373-pmic-tempC*;of:N*T*Cmediatek,mt6338-pmic-temp;of:N*T*Cmediatek,mt6338-pmic-tempC*",,GPL v2,Mediatek pmic temp sensor driver,21,0,vendor_dlkm,,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/thermal/mediatek target-scoped (compatible=mediatek,mt6338-pmic-temp,mediatek,mt6359-pmic-temp,mediatek,mt6363-pmic-temp,mediatek,mt6366-pmic-temp)"
037175478603983d5a333186c803bc2d9e424939ad87f8e8d088062400e25386,mtk-swpm-dbg-common-v1.ko,mtk_swpm_dbg_common_v1,vendor_dlkm,vendor_dlkm:mtk-swpm-dbg-common-v1.ko,1,20144,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk-swpm,ged,mtk_gpu_hal,mtk-swpm-perf-arm-pmu",ged.ko;gpueb.ko;mtk-mbox.ko;mtk-swpm.ko;mtk_dynamic_loading_throttling.ko;mtk_gpu_hal.ko;mtk_gpu_qos.ko;mtk_gpufreq_wrapper.ko;mtk_low_battery_throttling.ko;mtk_mdpm.ko;mtk_pbm.ko;mtk_qos.ko;mtk_rpmsg_mbox.ko;mtk_tinysys_ipi.ko;sspm_v3.ko,,,GPL,,21,4,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/swpm/modules/debug/v1 DIRECTORY_FALLBACK (exports=swpm_dbg_common_fs_exit,swpm_dbg_common_fs_init,swpm_gpu_debug,swpm_status)"
03837d13863e3f6694918e2e049edbc3bd5ca5cb02e10d6f374620cca98ed226,tkcore.ko,tkcore,vendor_boot_platform,vendor_boot_platform:tkcore.ko,1,221352,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,604D4583E310DBFAC768366,,,,,GPL,TrustKernel TKCore TEEC v1.0,101,25,vendor_boot_platform,vendor_boot_platform,ULEFONE_ONLY,TrustKernel TKCore is a distinct TEE stack; matching GlobalPlatform TEEC API names in Nothing TEEI do not prove source equivalence
0423196dc09885535bf6673e86cb8998653b164f28fe743a0f0da258118ee10a,camera_eeprom_v4l2.ko,camera_eeprom_v4l2,vendor_dlkm,vendor_dlkm:camera_eeprom_v4l2.ko,1,194480,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"of:N*T*Cmediatek,camera_eeprom;of:N*T*Cmediatek,camera_eepromC*",,GPL v2,camera eeprom driver,38,0,vendor_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.
0477a6535f4da8a5881b9d9699940983317263dcf7e7e865685d377cd82a2fb2,aqc111.ko,aqc111,system_dlkm,system_dlkm:aqc111.ko,1,91201,6.1.115-android14-11-g6b18f0b574ab-ab12901745 SMP preempt mod_unload modversions aarch64,,usbnet,mii.ko;usbnet.ko,usb:v2ECApC101d*dc*dsc*dp*icFFisc*ip*in*;usb:v2ECApC101d*dc*dsc*dp*ic02isc06ip00in*;usb:v0B95p2790d*dc*dsc*dp*icFFisc*ip*in*;usb:v0B95p2790d*dc*dsc*dp*ic02isc06ip00in*;usb:v0B95p2791d*dc*dsc*dp*icFFisc*ip*in*;usb:v0B95p2791d*dc*dsc*dp*ic02isc06ip00in*;usb:v20F4pE05Ad*dc*dsc*dp*icFFisc*ip*in*;usb:v20F4pE05Ad*dc*dsc*dp*ic02isc06ip00in*;usb:v1C04p0015d*dc*dsc*dp*icFFisc*ip*in*;usb:v1C04p0015d*dc*dsc*dp*ic02isc06ip00in*,,GPL,Aquantia AQtion USB to 5/2.5GbE Controllers,53,0,system_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:drivers/net/usb
04a24f106678a045e2bc347b04f291b471032966b3c2bfc238b776108f9d69ba,mt6375-adc.ko,mt6375_adc,vendor_boot_platform,vendor_boot_platform:mt6375-adc.ko,1,21736,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,industrialio-triggered-buffer,industrialio-triggered-buffer.ko;kfifo_buf.ko,"of:N*T*Cmediatek,mt6375-adc;of:N*T*Cmediatek,mt6375-adcC*",,GPL v2,MT6375 ADC Driver,27,0,vendor_boot_platform,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/iio/adc target-scoped (compatible=mediatek,mt6375-adc)"
05b7ba5767dc0d0b82bc54066fafa86b8397899bb77150b6bfc566d14bb97025,mtk_cm_mgr_mt6878.ko,mtk_cm_mgr_mt6878,vendor_dlkm,vendor_dlkm:mtk_cm_mgr_mt6878.ko,1,37600,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk_cm_mgr,mtk-dvfsrc,mtk_dramc,mtk_cm_ipi",mtk_cm_ipi.ko;mtk_cm_mgr.ko,,,GPL,Mediatek cm_mgr driver,69,0,vendor_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/cm_mgr
0675b943ec9255c8ca4adf8506ea247ae25a2e9175607aa9b2001cc87ef5fbd1,snd-soc-mtk-common.ko,snd_soc_mtk_common,vendor_dlkm,vendor_dlkm:snd-soc-mtk-common.ko,1,126072,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk-afe-external,snd-soc-audiodsp-common,aee_aed,mtk-scp-ultra,adsp,audio_ipi,scp,ccci_md_all,ccci_util_lib",audio_ipi.ko;ccci_auxadc.ko;ccci_md_all.ko;ccci_util_lib.ko;ccmni.ko;mtk-mbox.ko;mtk-scp-audiocommon.ko;mtk-scp-ultra.ko;mtk_dynamic_loading_throttling.ko;mtk_low_battery_throttling.ko;mtk_mdpm.ko;mtk_pbm.ko;mtk_rpmsg_mbox.ko;mtk_tinysys_ipi.ko;rps_perf.ko;scp.ko;snd-soc-audiodsp-common.ko,,,GPL v2;GPL v2;GPL v2;GPL;GPL v2;GPL v2;GPL v2;GPL v2,Mediatek simple platform driver;Mediatek simple fe dai operator;Mediatek Smart Phone PCM Operation;Mediatek USB offload ops;Mediatek uSip memory control;Mediatek sram manager;Mediatek Smart Phone PCM Operation;Mediatek AFE Debug,88,55,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:sound/soc/mediatek/common TARGET_FILES (exports=is_afe_need_triggered,mtk_afe_add_sub_dai_control,mtk_afe_combine_sub_dai,mtk_afe_debug_write_reg,mtk_afe_debugfs_open,mtk_afe_debugfs_write) | kernel:sound/soc/mediatek/common DIRECTORY_FALLBACK (exports=mtk_afe_add_sub_dai_control,mtk_afe_combine_sub_dai,mtk_afe_fe_hw_free,mtk_afe_fe_hw_params,mtk_afe_fe_ops,mtk_afe_fe_prepare)"
06c68f5df7b7b2b8adb3957ec8fdfac0b551c209fbdacb52cd147f2ac056fa8b,mtk-pwm.ko,mtk_pwm,vendor_dlkm,vendor_dlkm:mtk-pwm.ko,1,77688,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,,,GPL,This module is used for chip of mediatek,27,5,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/pwm DIRECTORY_FALLBACK (exports=mt_pwm_disable,mt_pwm_dump_regs,pwm_set_easy_config,pwm_set_spec_config)"
06c8c4fabf89ac9711e8a06e79f7649889d37f28b5cb0dfb0c05ad8791f18441,usb_boost.ko,usb_boost,vendor_boot_platform,vendor_boot_platform:usb_boost.ko,1,66424,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"xhci-mtk-hcd-v2,mtu3,mtk-dvfsrc,mtk-dvfsrc-helper",aee_aed.ko;mtk-dvfsrc-helper.ko;mtk-dvfsrc.ko;mtk-scpsys.ko;mtk_dramc.ko;mtu3.ko;xhci-mtk-hcd-v2.ko,"of:N*T*Cmediatek,usb-boost;of:N*T*Cmediatek,usb-boostC*",,GPL v2;GPL v2,,48,1,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/usb/usb_boost
06e6707e84347053dcef95a744b98f16a4592c99c3ac88b5e9a1bb773759d371,mtk_imgsys_v4l2.ko,mtk_imgsys_v4l2,vendor_dlkm,vendor_dlkm:mtk_imgsys_v4l2.ko,1,344376,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk_hcp,iommu_debug,mtk_imgsys_cmdq,mtk-ipesys-me,mtk-mmdvfs-v3,mtk-smi",cmdq-sec-drv.ko;gz_ipc_mod.ko;gz_trusty_mod.ko;gz_tz_system.ko;mtk-ipesys-me.ko;mtk_hcp.ko;mtk_imgsys_cmdq.ko,"of:N*T*Cmediatek,imgsys;of:N*T*Cmediatek,imgsysC*",,GPL v2,Mediatek DIP driver,223,5,vendor_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.
079a8b80c0f5d5ce376ef8f0ca00bad3d416961230e4cfdb48f6136671ce999c,rpmb.ko,rpmb,vendor_boot_platform,vendor_boot_platform:rpmb.ko,1,26680,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,,,GPL,RPMB class,24,11,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/char/rpmb TARGET_FILES (exports=rpmb_class,rpmb_cmd_req,rpmb_cmd_seq,rpmb_dev_find_by_device,rpmb_dev_find_device,rpmb_dev_get)"
07a4e26461ed83abc0acded32803e964db88b5a4a594ffca923f9c593fb403e2,ccci_md_all.ko,ccci_md_all,vendor_dlkm,vendor_dlkm:ccci_md_all.ko,1,907064,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"ccci_util_lib,ccmni,ccci_auxadc,mediatek-drm,mtk_slbc,irq-dbg,emi-mpu,smpu,aee_aed,device-apc-common,mtk_mdpm,spmi-mtk-pmif,emi,mtk_pbm,mrdump",ccci_auxadc.ko;ccci_util_lib.ko;ccmni.ko;mtk_dynamic_loading_throttling.ko;mtk_low_battery_throttling.ko;mtk_mdpm.ko;mtk_pbm.ko;rps_perf.ko,,,GPL,CCCI modem driver v0.1,198,40,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/eccci DIRECTORY_FALLBACK (exports=ccci_alloc_skb,ccci_dump_skb_pool_usage,ccci_free_skb,ccci_get_per_md_data,ccci_skb_dequeue,ccci_skb_enqueue)"
07a8d0a6b4d6811ac5fd2f2aede6b37ff1183d2efca1fa18d4f4d95ae4395988,mtk-spmi-pmic-adc.ko,mtk_spmi_pmic_adc,vendor_boot_platform,vendor_boot_platform:mtk-spmi-pmic-adc.ko,1,30568,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"of:N*T*Cmediatek,mt6363-auxadc;of:N*T*Cmediatek,mt6363-auxadcC*;of:N*T*Cmediatek,mt6368-auxadc;of:N*T*Cmediatek,mt6368-auxadcC*;of:N*T*Cmediatek,mt6373-auxadc;of:N*T*Cmediatek,mt6373-auxadcC*;of:N*T*Cmediatek,mt6377-auxadc;of:N*T*Cmediatek,mt6377-auxadcC*",,GPL v2,MediaTek SPMI PMIC ADC Driver,31,0,vendor_boot_platform,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/iio/adc target-scoped (compatible=mediatek,mt6363-auxadc,mediatek,mt6368-auxadc,mediatek,mt6373-auxadc,mediatek,mt6377-auxadc)"
07cd113e2a67905dde80c39b6f1245286c1a2f607b77a09242eca6c2fbf1e597,ccci_auxadc.ko,ccci_auxadc,vendor_dlkm,vendor_dlkm:ccci_auxadc.ko,1,17376,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,ccci_util_lib,ccci_util_lib.ko,,,GPL,ccci auxadc driver,9,3,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/eccci TARGET_FILES (exports=ccci_get_adc_mV,ccci_get_adc_num,ccci_get_adc_val)"
082d1964cb08f5a13672e32fba910a99f6e5f7195834293819c2439ad6126043,mtk-sp-spk-amp.ko,mtk_sp_spk_amp,vendor_dlkm,vendor_dlkm:mtk-sp-spk-amp.ko,1,26600,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"snd-soc-audiodsp-common,audio_ipi,aw883xx_driver",audio_ipi.ko;aw883xx_driver.ko;mtk-mbox.ko;mtk-scp-audiocommon.ko;mtk_rpmsg_mbox.ko;mtk_tinysys_ipi.ko;scp.ko;snd-soc-audiodsp-common.ko,"i2c:tfa9874;i2c:speaker_amp;of:N*T*Cmediatek,speaker_amp;of:N*T*Cmediatek,speaker_ampC*",,GPL v2,Mediatek speaker amp register driver,13,11,vendor_dlkm,,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:sound/soc/mediatek/common target-scoped (compatible=mediatek,speaker_amp; exports=mtk_ext_spk_enable,mtk_ext_spk_get_status,mtk_spk_get_i2s_in_type,mtk_spk_get_i2s_out_type,mtk_spk_get_type,mtk_spk_recv_ipi_buf_from_dsp)"
08782b7c3b3bfeebee58b68e9055c08d36e5ecdb34d3c652a896f00fefde0186,mtk_bp_thl.ko,mtk_bp_thl,vendor_boot_platform,vendor_boot_platform:mtk_bp_thl.ko,1,35960,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,"of:N*T*Cmediatek,mtk-bp-thl;of:N*T*Cmediatek,mtk-bp-thlC*",,GPL,MTK battery percent throttling driver,29,2,vendor_boot_platform,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/power_throttling target-scoped (compatible=mediatek,mtk-bp-thl; exports=register_bp_thl_notify,register_bp_thl_notify_ext)"
091a62dbda1dec46d4f818cccde053a34942559bbaed8397d7f266a47554e97c,wwan.ko,wwan,system_dlkm,system_dlkm:wwan.ko,1,100225,6.1.115-android14-11-g6b18f0b574ab-ab12901745 SMP preempt mod_unload modversions aarch64,,,,,,GPL v2,WWAN core,76,8,system_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): kernel:drivers/net/wwan TARGET_FILES (exports=wwan_create_port,wwan_port_get_drvdata,wwan_port_rx,wwan_port_txoff,wwan_port_txon,wwan_register_ops)"
09570f1d7a46ddcc339cf09648373d0455e093c92f4d94d1286d744cfc27680e,mtk-vcodec-common.ko,mtk_vcodec_common,vendor_dlkm,vendor_dlkm:mtk-vcodec-common.ko,1,143032,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"scheduler,system_heap",cpudvfs.ko;cpufreq_sugov_ext.ko;cpuqos_v3.ko;gpueb.ko;mtk-mbox.ko;mtk_dynamic_loading_throttling.ko;mtk_gpu_hal.ko;mtk_gpufreq_wrapper.ko;mtk_ioctl_powerhal.ko;mtk_low_battery_throttling.ko;mtk_mdpm.ko;mtk_pbm.ko;mtk_rpmsg_mbox.ko;mtk_tinysys_ipi.ko;powerhal_cpu_ctrl.ko;scheduler.ko;thermal_interface.ko,,,GPL v2;GPL v2,,92,61,vendor_dlkm,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/media/platform/mtk-vcodec TARGET_FILES (exports=mtk_vcodec_c1_enc_irq_handler,mtk_vcodec_dec_irq_handler,mtk_vcodec_dec_irq_setup,mtk_vcodec_enc_irq_handler,mtk_vcodec_enc_irq_setup,mtk_vcodec_gce_timeout_dump)"
0ad019b0b81ce3a31d828aceb631f04cb7d1bf0f682ac307954588289f14288c,mtk_heap_debug.ko,mtk_heap_debug,vendor_dlkm,vendor_dlkm:mtk_heap_debug.ko,1,96480,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"system_heap,mtk_sec_heap,mrdump,monitor_hang",gz_ipc_mod.ko;gz_trusty_mod.ko;gz_tz_system.ko;mtk_sec_heap.ko;tmem_ffa.ko,,,GPL v2,,92,0,vendor_dlkm,,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/dma-buf/heaps
0b799f67f1be90f733a0d90c4a5daff21102e47e77ac99ac6f4f1b55064bf306,uarthub_drv.ko,uarthub_drv,vendor_boot_platform,vendor_boot_platform:uarthub_drv.ko,1,369816,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,mtk_disp_notify,mtk_disp_notify.ko,,,GPL;GPL,MTK UARTHUB Driver$1.01$,49,61,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/uarthub
0b7c125f10091e0beae5d9ba1e5659512b5866ce119d7192e6acb2abb791bb5f,mtk-swpm-perf-arm-pmu.ko,mtk_swpm_perf_arm_pmu,vendor_boot_platform,vendor_boot_platform:mtk-swpm-perf-arm-pmu.ko,1,40384,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,,,,,GPL v2,MediaTek SWPM ARM PMU Module,13,10,vendor_boot_platform,,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/swpm DIRECTORY_FALLBACK (exports=inst_spec_events,swpm_arm_ai_pmu_get,swpm_arm_ai_pmu_set,swpm_arm_dsu_pmu_enable,swpm_arm_dsu_pmu_get_status,swpm_arm_dsu_pmu_get_type)"
0b89a6428bed00b661f00296ca22cf6a5e69edafbcd4b201fe4b73942902e668,cmdq-test.ko,cmdq_test,vendor_dlkm,vendor_dlkm:cmdq-test.ko,1,79256,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mtk-cmdq-drv-ext,cmdq-sec-drv",cmdq-sec-drv.ko;gz_ipc_mod.ko;gz_trusty_mod.ko;gz_tz_system.ko,"of:N*T*Cmediatek,cmdq-test;of:N*T*Cmediatek,cmdq-testC*",,GPL v2,,114,0,,,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/cmdq/mailbox target-scoped (compatible=mediatek,cmdq-test)"
0c05e34b95a6a1a67ea0a0a5850b03e0406fead2fd14273c8105b4fe92baeba6,mtk-mmdvfs.ko,mtk_mmdvfs,vendor_boot_platform,vendor_boot_platform:mtk-mmdvfs.ko,1,48696,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,,"mmprofile,mtk-smi-dbg",aee_aed.ko;emi.ko;mmprofile.ko;mtk-smi-dbg.ko;mtk-smi.ko,,,GPL,MTK MMDVFS driver,47,7,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/soc/mediatek TARGET_FILES (exports=mmdvfs_debug_record_opp_set_fp,mmdvfs_set_force_step,mmdvfs_set_lp_mode,mmdvfs_set_vote_step,mtk_mmdvfs_aov_enable,register_mmdvfs_notifier)"
0c5bd394088d109c569cf5803a82edd0f182bad53714c284f99a797c76cf4e94,charger_class.ko,charger_class,vendor_boot_platform,vendor_boot_platform:charger_class.ko,1,70616,6.1.115-android14-11-g945dff7bc1bf SMP preempt mod_unload modversions aarch64,E4A92CD3F20A3D2142F16B6,,,,,GPL,Switching Charger Class Device,20,85,vendor_boot_platform,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/power/supply TARGET_FILES (exports=charger_dev_do_event,charger_dev_dump_registers,charger_dev_enable,charger_dev_enable_6pin_battery_charging,charger_dev_enable_auto_trans,charger_dev_enable_cable_drop_comp)"
