sha256,filename,module_name,locations,classification,classification_evidence
7f388ed26fbd55c5b6a6d522d320634ec0adfd47d62dccc8da31ffd438b3d23e,spmi-mtk-mpu.ko,spmi_mtk_mpu,vendor_boot_platform;vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/spmi target-scoped (compatible=mediatek,mt6878-spmi-pmif-mpu,mediatek,mt6886-spmi_pmif_mpu,mediatek,mt6895-spmi_pmif_mpu,mediatek,mt6897-spmi-pmif-mpu)"
80533a946fbf75109888bf47a3e0ac6a575fdcf06a425fa4b783faad57679f5a,audio_ipi.ko,audio_ipi,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/audio_ipi
8086e2deaa6c55b032bd74a70b0c4677118dfb9b63e050ac178fc1891fd58b95,mtk-mmdvfs-v3.ko,mtk_mmdvfs_v3,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/soc/mediatek TARGET_FILES (exports=mmdvfs_call_ccu_set_fp,mmdvfs_force_rc_clock_by_vcp,mmdvfs_force_single_clock_by_vcp,mmdvfs_force_step_by_vcp,mmdvfs_force_voltage_by_vcp,mmdvfs_get_vcp_base)"
81ee7c9c7f2b9ab8df3fa472cb0f2c7eb755696aaabd719c2ea4f37392b55851,mtk-swpm-cpu-dbg-v6878.ko,mtk_swpm_cpu_dbg_v6878,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/swpm/modules/debug/v6878
83213ec4765fe3c88e6bc68ab56ee435845b6e72c51041f53d1a020cf98000bc,mtk_perf_common.ko,mtk_perf_common,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/perf_common TARGET_FILES (exports=get_cpu_pmu,perf_tracker_enable)"
8398de841de67529967c09b144292faa88ca86685df110e05f46b4fb1d8b75c5,mtk_iommu.ko,mtk_iommu,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/iommu TARGET_FILES (exports=mtee_iova_to_phys,mtk_iommu_dbg_hang_detect)"
83bdf842efe73fd60e224e330ac0f165a0a9980048e65c60ea069580469d6f75,mtk-uart-apdma.ko,mtk_uart_apdma,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/dma/mediatek target-scoped (compatible=mediatek,mt2712-uart-dma,mediatek,mt6577-uart-dma,mediatek,mt6779-uart-dma,mediatek,mt6985-uart-dma; exports=mtk_save_uart_apdma_reg,mtk_uart_apdma_data_dump,mtk_uart_apdma_enable_vff,mtk_uart_apdma_end_record,mtk_uart_apdma_polling_rx_finish,mtk_uart_apdma_polling_tx_finish) | kernel:drivers/dma/mediatek target-scoped (compatible=mediatek,mt6577-uart-dma)"
83d0e322a9098aaf20a5edf192ada4284e5c3af29fb4b2e09575873e85fe5487,mtk-pmic-keys.ko,mtk_pmic_keys,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/input/keyboard target-scoped (compatible=mediatek,mt6323-keys,mediatek,mt6359p-keys,mediatek,mt6363-keys,mediatek,mt6397-keys; exports=ktf_mtk_pmic_kpd_test) | kernel:drivers/input/keyboard target-scoped (compatible=mediatek,mt6323-keys,mediatek,mt6397-keys)"
83e7e3d89b192ea6258db2cb6e5071492caf3badc289e03575661a03341bb5eb,gz_trusty_mod.ko,gz_trusty_mod,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/geniezone/gz-trusty TARGET_FILES (exports=get_smcnr_dev,trusty_adjust_task_attr,trusty_call_notifier_register,trusty_call_notifier_unregister,trusty_callback_notifier_register,trusty_callback_notifier_unregister)"
8449612f02225adeaf7e7547c37e28c45409e9439fd823568f064462bebd0e95,gps_scp.ko,gps_scp,vendor_dlkm,DIRECT_SOURCE_MATCH,Nothing MT6878 publishes connectivity/gps/gps_scp source with exact module/build references
84cc83dfbdb43095d3f4090fc734127cc2a71c024518bc8a5d46ed6260871c87,connadp.ko,connadp,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/connectivity
8526cf64a800c9c7a7cf960a88cd5b934e0e01320301cd90f9f57e037fbd838c,ppp_deflate.ko,ppp_deflate,system_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:drivers/net/ppp
85e5a860bc0ebae9c26e401ae333928ab8da9569b3892040da4f858cf6f643e8,aw36515.ko,aw36515,vendor_dlkm,NEEDS_ULEFONE_PORT,Awinic publishes AW36515 Android driver/porting resources; Nothing only provided matching hardware/DTS evidence
860f28409fdd59458640cd067fec6eb83f3e5ec00ca12782c0e152323a351fb6,hynitron.ko,hynitron,vendor_dlkm,ULEFONE_ONLY,Ulefone secondary-touch driver; no convincing Nothing source match found
86f06cb80a4df1e427e5277cfc754ab295414945e932643b57b352e4cb04023a,met_vcore_api.ko,met_vcore_api,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.;kernel_modules:met_vcore_api
8733c9a4b65b8f9dca7eda7912558be4796e288958ae51cdcce2d20efa80a5c0,mtk-swpm-dbg-v6878.ko,mtk_swpm_dbg_v6878,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/swpm/modules/debug/v6878
87728684e86598e79c2152d1c4c80c9f1e43a9b9360cc0581fe960bf0b88c719,ccd_rpmsg.ko,ccd_rpmsg,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:rpmsg
878aa15128051972047732a2c051a74c6d04c5f223bbff870b01ed58b9bf69be,pinctrl-mtk-common-v2_debug.ko,pinctrl_mtk_common_v2_debug,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/pinctrl/mediatek TARGET_FILES (exports=gpio_dump_regs,gpio_dump_regs_range)"
87b18cde1f47c857689602c3232f14874e84fb65b445e4308e80f04728bdefae,flashlight.ko,flashlight,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/flashlight
87d8a2a1eb8cb55bbf3bd372fc76e59fecfa8d8479bd931f714252cac60b6a19,gz_ipc_mod.ko,gz_ipc_mod,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/geniezone/gz-trusty TARGET_FILES (exports=port_lookup_tid,tipc_chan_connect,tipc_chan_destroy,tipc_chan_get_rxbuf,tipc_chan_get_txbuf_timeout,tipc_chan_put_rxbuf)"
88e928eb42cb086ccbdd571a4e8c810289a7806b4a0ac83973641254c55e531a,met_backlight_api.ko,met_backlight_api,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.;kernel_modules:met_backlight_api
89280de5d6002d1d708df033b7c77cd40e399120c965771edd49343d04bdd61b,scp.ko,scp,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/scp/rv TARGET_FILES (exports=get_scp_dram_region_manage,get_scp_mbrain_dbg_ops,get_scp_semaphore,is_scp_ready,register_scp_mbrain_dbg_ops,release_scp_semaphore)"
8a0044f1603aded6716050321c9e321a8fe1e2945b9637c36ea48528c5c69340,cpufreq_sugov_ext.ko,cpufreq_sugov_ext,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/sched
8a44c50e7a0ff171f81938d311458e233be010f78517fa0e899fe3b9f7e35d4c,mtk_core_ctl.ko,mtk_core_ctl,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/sched
8a7a6277f2c64f6cad93a221d85c68dd06ceaf72365f2d41c8a70655523b6008,smpu-hook-v1.ko,smpu_hook_v1,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/memory/mediatek
8b3c7d102938a9e279b52298d000a5eedc27b7678b21a6e650118e5fb9c00beb,mt6685-core.ko,mt6685_core,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/mfd target-scoped (compatible=mediatek,mt6685)"
8b8922f5bd6a2aea2f512e9b38bae19475f62ae27492bd9ea74c19cb1d4e4a5d,mtk_chg_type_det.ko,mtk_chg_type_det,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/power/supply target-scoped (compatible=mediatek,mtk_ctd)"
8ba14226b2badbbe6538b3d7395cf6656749919360cc7770f7b5e4384ac82acb,mtk_ccd_remoteproc.ko,mtk_ccd_remoteproc,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:remoteproc
8e1449cea5d07ef663d368ce5eea27e8c879a9cd70d39f8fc2b5b25445c2cf33,microarray_fp_tee.ko,microarray_fp_tee,vendor_boot_platform,ULEFONE_ONLY,Microarray fingerprint module; Nothing tree uses a different fingerprint family
8eb8a4ab45bc9eef077608f9c9d9be823891d9b54fbef22a4053e2ef6d38d057,met_gpu_api.ko,met_gpu_api,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.;kernel_modules:met_gpu_api
8ef46381f54f628f64f2d6b1ea472a3633864bf77e51c02377aca996d6e3cb3e,mtk_pep40.ko,mtk_pep40,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/power/supply DIRECTORY_FALLBACK (compatible=mediatek,charger,pe4)"
8f2db4f2bc2cf445cd37996d5de090d52eb7d3ec20a7150dcaf40503050a31c2,c2k_usb_f_via_ets.ko,c2k_usb_f_via_ets,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/usb/c2k_usb
900d4567be077f3379074031dbeaa76e96db814efe2e8caf3c94c991ace1674b,reset-ti-syscon.ko,reset_ti_syscon,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/reset target-scoped (compatible=ti,syscon-reset) | kernel:drivers/reset target-scoped (compatible=ti,syscon-reset)"
90dd661cb9502dd4a17daa43d3e23e2a869ab461b4b58fa6a8cf28a429a0ea2d,mtk_sync.ko,mtk_sync,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/gpu/drm/mediatek/dummy_drm TARGET_FILES (exports=mtk_sync_fence_create,mtk_sync_timeline_create,mtk_sync_timeline_destroy,mtk_sync_timeline_inc) | device_modules:drivers/gpu/drm/mediatek/mediatek_v2 TARGET_FILES (exports=mtk_sync_fence_create,mtk_sync_share_fence_create,mtk_sync_timeline_create,mtk_sync_timeline_destroy,mtk_sync_timeline_inc)"
918cf48b4e37ea860d8b5d6e82a263437dd383ed8c86ff3e9482e73697982e18,mtk_low_battery_throttling.ko,mtk_low_battery_throttling,vendor_boot_platform;vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/power_throttling target-scoped (compatible=mediatek,low_battery_throttling; exports=lbat_set_ppb_mode,register_low_battery_notify)"
92099fd393be7a26590121dd41bde85a9c7cf93bafa6b06d0a78050e28a93497,nhc_udp.ko,nhc_udp,system_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:net/6lowpan
9243061cec77e96e3072b19f14a4d0f893e768586585830fa86f0a5129ce3558,imgsensor.ko,imgsensor,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): kernel_modules:mtkcam/imgsensor/src-v4l2 DIRECTORY_FALLBACK (compatible=mediatek,imgsensor)"
925e27ab14e1416489aec230255aa0cd98a12be10ce959938d4f574ceee28002,mtk-pm-domain-disable-unused.ko,mtk_pm_domain_disable_unused,vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/soc/mediatek target-scoped (compatible=mediatek,scpsys-disable-unused)"
92a0d91b3223f4f5786b100e4998de08ebd5e9ad76a30f212c90712ed8abbcdf,mtk_cm_ipi.ko,mtk_cm_ipi,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/cm_mgr TARGET_FILES (exports=cm_get_ipi_enable,cm_ipi_init,cm_mgr_to_sspm_command,cm_set_ipi_enable)"
9386266457ea8b174aa660e779a971c51399f27ccc7d7054c91074aac9bf345f,met_gpueb_api.ko,met_gpueb_api,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:.;kernel_modules:met_gpueb_api
93b082d429112b4a3a925fcbcaac6c5837b05575a08f308cdc5c867b4ca4bddf,mtk-ssc-dbg-v2.ko,mtk_ssc_dbg_v2,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/ssc/debug/v2
95616547e69d9b1d04bfbad63ee477e0a31b000f7e13544dc797e1e7ebf6f5ad,mtk_pbm.ko,mtk_pbm,vendor_boot_platform;vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/pbm target-scoped (compatible=mediatek,pbm; exports=kicker_pbm_by_flash,kicker_pbm_by_md,register_pbm_gpu_notify,register_pbm_notify)"
959cebf1f02c7b60812054ec7065d48ff4641f27f7cdf22d8e63d96ea44a8f83,nfc.ko,nfc,system_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:net/nfc
95d09342abc3ca154795420889029047595899becc83b507647e4e29e2b41dae,mtk-spmi-pmic.ko,mtk_spmi_pmic,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/mfd target-scoped (alias=spmi:spmi-pmic; compatible=mediatek,mt6315,mediatek,mt6316,mediatek,mt6319,mediatek,mt6363)"
95e3aa8d68b69504ae273bbd1979ea6d8b9c958b57a97b423cc696218ebfbe7c,mtk-mbox.ko,mtk_mbox,vendor_boot_platform;vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/soc/mediatek TARGET_FILES (exports=mtk_mbox_cb_register,mtk_mbox_check_send_irq,mtk_mbox_clr_index_record,mtk_mbox_clr_irq,mtk_mbox_dump,mtk_mbox_dump_all)"
969f9a68833b3d1ac5ae7f3366690a93f5ff59d81917c83f15c7dbf7bb33a124,mtk_mdpm.ko,mtk_mdpm,vendor_boot_platform;vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/mdpm target-scoped (compatible=mediatek,mt6873-mdpm,mediatek,mt6878-mdpm,mediatek,mt6879-mdpm,mediatek,mt6886-mdpm; exports=get_md1_power,init_md_section_level)"
96fbaf6bd3040f69ffd4a954722bb03b18666f8f221344562e1fcd74da6bf191,system_heap.ko,system_heap,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/dma-buf/heaps DIRECTORY_FALLBACK (exports=dma_buf_get_gid,dma_buf_set_gid,dma_heap_normal_total,dma_heap_pool_prefill,dmabuf_log_recycle,dmabuf_log_refill)"
970aa7d7ab217ca47db40b67f3ac1adda80fa497156b05e4ee60a341c3e1952a,mali_prot_alloc_mt6878_r44.ko,mali_prot_alloc_mt6878_r44,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel_modules:mt6878/mali_avalon/mali-r44p1/drivers/base/arm/protected_memory_allocator
97214cadc479e3767c0bef66438dfd4a6504894d602b7f1234fc5a5a806ed266,btbcm.ko,btbcm,system_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): kernel:drivers/bluetooth TARGET_FILES (exports=btbcm_check_bdaddr,btbcm_finalize,btbcm_initialize,btbcm_patchram,btbcm_read_pcm_int_params,btbcm_set_bdaddr)"
979f3acc78564ac06dd7b51c0e0f4dc4460c5411b5b504031e8d46ec8b787430,adsp.ko,adsp,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/adsp DIRECTORY_FALLBACK (exports=adsp_after_bootup,adsp_bus_monitor_dump,adsp_check_adsppll_freq,adsp_copy_from_sharedmem,adsp_copy_to_sharedmem,adsp_core0_init)"
97aa2794589560a64088d21f13d9edafe9302b4ebf11607d4784a4413475409a,pwm-mtk-disp.ko,pwm_mtk_disp,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/pwm target-scoped (compatible=mediatek,mt2701-disp-pwm,mediatek,mt6595-disp-pwm,mediatek,mt6835-disp-pwm,mediatek,mt6853-disp-pwm) | kernel:drivers/pwm target-scoped (compatible=mediatek,mt2701-disp-pwm,mediatek,mt6595-disp-pwm,mediatek,mt8173-disp-pwm,mediatek,mt8183-disp-pwm)"
97c86e3b3dd038c4fc90b73315aac966087a852d604f103fc166076bd28f7549,leds-rgb-aw2013.ko,leds_rgb_aw2013,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"Nothing common kernel contains an AW2013 driver for the same chip family; Ulefone uses a custom awinic,rgb,aw2013 compatible and needs integration comparison"
9824c10f3d5d5bec18ad67df299189f07cc78c6b8905705daf1109af6316efd2,sensorhub.ko,sensorhub,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/sensor/2.0/sensorhub;kernel:drivers/iio/common/ssp_sensors
983f3c7b953a7fc929c1d9380297c25c1afe2ccbb236b394d6b83fda11fb94cb,mtk_printk_ctrl.ko,mtk_printk_ctrl,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/mtprintk TARGET_FILES (exports=get_detect_count,get_logtoomuch_status,mt_get_uartlog_status,set_detect_count,set_logtoomuch_disable,set_logtoomuch_enable)"
984cd20fddc6b1a03bb2036112b25e6bc9f5657b0212c3c5f35e6ca784aee3f7,clk-mt6878-cam.ko,clk_mt6878_cam,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/clk/mediatek
9972d4db32d99dd27bad631b1efff77d92e90fb06f250a9049a029333a6d3f9a,gz_irq_mod.ko,gz_irq_mod,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/geniezone/gz-trusty
9abc181e0087cfc7588da0a8d8d32c97d17e1a70c31d64396a061fccea92bd43,clk-mt6878-vcodec.ko,clk_mt6878_vcodec,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/clk/mediatek
9b36b90af67d0970ec9bf01a301ff1c27dd15c2e941704fe5f9c6f9b006f9ab9,main4_vcm.ko,main4_vcm,vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm target-scoped (compatible=mediatek,main4_vcm)"
9b43496b8220052b6ac602be1b21bec981300bdf496d378cb71409dd5a2e1261,snd-soc-mt6878-afe.ko,snd_soc_mt6878_afe,vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:sound/soc/mediatek/mt6878 DIRECTORY_FALLBACK (compatible=mediatek,mt6878-sound; exports=mt6878_adda_dl_gain_control,mt6878_afe_gpio_is_prepared,mt6878_afe_gpio_request,mt6878_aud_get_power_scenario,mt6878_enable_cm,mt6878_enable_cm_bypass)"
9b439e061afdb8f821e3642bb615c299630f49374fac8b2d4205a375e83123ec,pidmap.ko,pidmap,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/pidmap TARGET_FILES (exports=get_pidmap_aee_buffer)
9c44279a617b00038cc06869abae298a3f5af20a65f554431b6b19f6330ebf42,rtl8150.ko,rtl8150,system_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; kernel:drivers/net/usb
9d3d4a3786dd71af4fdee07e4bc332526816b62143925f4e5923f286c9d91556,custom-ldo.ko,custom_ldo,vendor_dlkm,ULEFONE_ONLY,Ulefone custom LDO module has no usable donor source hit
9d695c0ebe5013be215848ab0c096762b5be63ff28a42e9923ab50d4bf0e4721,syscon-reboot-mode.ko,syscon_reboot_mode,vendor_boot_platform;vendor_dlkm,DIRECT_SOURCE_MATCH,exact module name plus target-scoped hardware corroboration: kernel:drivers/power/reset target-scoped (compatible=syscon-reboot-mode)
9d740559dddebb14fd47b3bb5edbe06fb871aa4ed75d5c975eb525dab400b031,clk-mt6878-mmsys.ko,clk_mt6878_mmsys,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/clk/mediatek
9d969562ba9f3bb406bc47d0eb2291938a50b5584c6ac9041c666a21441bec4a,mux_switch.ko,mux_switch,vendor_boot_platform,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/misc/mediatek/typec/mux TARGET_FILES (exports=mtk_typec_mux_register,mtk_typec_mux_unregister,mtk_typec_switch_register,mtk_typec_switch_unregister)"
9dec622840b1a279573fa71883202ed349f63218a195a2b639361ae74164b0a3,mtk-mmdvfs-v3-start.ko,mtk_mmdvfs_v3_start,vendor_boot_platform;vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/mmdvfs
9e6adf23de6729f9983f680be75c8aca9eabe22aa6efcaafe7704257b37cb2bf,extcon-mtk-usb.ko,extcon_mtk_usb,vendor_boot_platform,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/misc/mediatek/extcon target-scoped (compatible=mediatek,extcon-usb)"
9eaf53b9cb26a1d8b5016aff46950f3318d5dac11de7c4ac3e83c5ff99384d95,mtk_irtx_pwm.ko,mtk_irtx_pwm,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/irtx
a052e56535bc3441f92a52fadab064dd570e922c3081377f91ae89c89c6c4c9f,clk-disable-unused.ko,clk_disable_unused,vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/clk/mediatek target-scoped (compatible=mediatek,clk-disable-unused)"
a1a79b9734c93584d219c8ebb09319e440315e373bbc473dd0ba03ee08b1b48f,atf_logger.ko,atf_logger,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/atf
a365da73a1546884bd888f19280eb1a12f2f7a7bd4f06b460ddd6c08e84ac56d,mtk-scp-vow.ko,mtk_scp_vow,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:sound/soc/mediatek/vow
a3c294ecfa816346abcea4d3c0f1b662eb52643acbd1a3f9a7f0a2c0211f0bbb,mrdump.ko,mrdump,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/aee/mrdump
a41b71b7ef545cbdffb131f4874abe0cab05cabf109f92afa838622979e655a2,clk-mt6878-peri.ko,clk_mt6878_peri,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/clk/mediatek
a41c556e1b96e8362854639edf22fbbd9f3641ad01b764ff28d5e581c27e91e7,timer-mediatek.ko,timer_mediatek,vendor_boot_platform,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/clocksource;kernel:drivers/clocksource
a5794f7e131f5ed5480ce8ede94c962e0de6b2212a83e3bbbc820d552dfd54de,board_temp.ko,board_temp,vendor_dlkm,DIRECT_SOURCE_MATCH,"exact module name plus target-scoped hardware corroboration: device_modules:drivers/thermal/mediatek target-scoped (compatible=mediatek,mt6685-tia-ntc)"
a5ca9b26e12ecc2f816823125a2917cdafc2e51a4f7bf357e8107e5129d374fe,c2k_usb_f_via_atc.ko,c2k_usb_f_via_atc,vendor_dlkm,LIKELY_PLATFORM_MATCH,exact module-name target found in Nothing source index; needs target-scoped symbol/DT/KMI confirmation; device_modules:drivers/misc/mediatek/usb/c2k_usb
a64d819e0fde04f5c508c603d805838381550ca8012b899c5b91f8b4d7479834,mtk_tinysys_ipi.ko,mtk_tinysys_ipi,vendor_boot_platform;vendor_dlkm,LIKELY_PLATFORM_MATCH,"exact module-name target found; corroboration is non-decisive (export-only and/or directory-scoped): device_modules:drivers/soc/mediatek TARGET_FILES (exports=ipi_monitor_dump,mtk_ipi_device_register,mtk_ipi_device_reset,mtk_ipi_recv,mtk_ipi_recv_reply,mtk_ipi_register)"
a7940eb4bc07c58e46e56880955c553081c9e4cfc628a435d5680c3d16b28088,gps_drv_dl_v051.ko,gps_drv_dl_v051,vendor_dlkm,DIRECT_SOURCE_MATCH,Nothing MT6878 publishes the GPS data_link external-module source and an exact gps_drv_dl_v051 build target
